"","1.1","1.2","2.1","2.2","3.1","3.2","4.1","4.2"
"TA",116.74015,107.481,93.6517500000002,109.7172,40.4440499999999,149.28105,84.79035,172.7962415
"SEA",42.2322350772121,25.3086406729514,35.8148042689038,27.3774970723928,11.0417133108628,25.5628758070842,21.530118389872,30.0093052103277
"SEAc",43.3151128997047,25.8972137118573,36.6675377038777,27.7861164316822,11.3177561436344,25.8567019657863,22.2246383379324,30.375272347039
